Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
38,0.011584,0.9794,0.029668,0.9200
39,0.011329,0.9794,0.030886,0.9200
40,0.010143,0.9794,0.035748,0.9200
1,0.126920,0.5155,0.115479,0.6000
2,0.090511,0.7732,0.107750,0.6400
3,0.049518,0.8763,0.045172,0.9200
4,0.028515,0.9381,0.036863,0.9200
5,0.027687,0.9381,0.037370,0.9200
6,0.027358,0.9381,0.045678,0.8800
7,0.028806,0.9381,0.045122,0.8800
8,0.024888,0.9278,0.042079,0.9200
9,0.021189,0.9381,0.039899,0.9200
10,0.021596,0.9381,0.035156,0.9200
11,0.018517,0.9588,0.030184,0.9200
12,0.016348,0.9588,0.028032,0.9600
13,0.013917,0.9381,0.026699,0.9600
14,0.013613,0.9485,0.027240,0.9600
15,0.011702,0.9691,0.028264,0.9600
16,0.011805,0.9588,0.028590,0.9600
17,0.010617,0.9691,0.028288,0.9200
18,0.010130,0.9691,0.029316,0.9200
19,0.009468,0.9794,0.028455,0.9600
20,0.011055,0.9485,0.028525,0.9600
21,0.008446,0.9691,0.026602,0.9600
22,0.011010,0.9691,0.036422,0.9200
23,0.023777,0.9278,0.041702,0.9200
24,0.020320,0.9588,0.048893,0.8800
25,0.018245,0.9485,0.048763,0.8800
26,0.016592,0.9485,0.047129,0.8800
27,0.016952,0.9588,0.039414,0.9200
28,0.014553,0.9588,0.037478,0.9200
29,0.009970,0.9794,0.045029,0.8800
30,0.011295,0.9691,0.036615,0.9200
31,0.009103,0.9794,0.037548,0.9200
32,0.009512,0.9794,0.038779,0.9200
33,0.009793,0.9794,0.038282,0.9200
34,0.009471,0.9794,0.037513,0.9200
35,0.009112,0.9794,0.036660,0.9200
36,0.008799,0.9794,0.036157,0.9200
37,0.008758,0.9794,0.033711,0.9200
38,0.011584,0.9794,0.029668,0.9200
39,0.011329,0.9794,0.030886,0.9200
40,0.010143,0.9794,0.035748,0.9200
1,0.126920,0.5155,0.115479,0.6000
2,0.090511,0.7732,0.107750,0.6400
3,0.049518,0.8763,0.045172,0.9200
4,0.028515,0.9381,0.036863,0.9200
5,0.027687,0.9381,0.037370,0.9200
6,0.027358,0.9381,0.045678,0.8800
7,0.028806,0.9381,0.045122,0.8800
8,0.024888,0.9278,0.042079,0.9200
9,0.021189,0.9381,0.039899,0.9200
10,0.021596,0.9381,0.035156,0.9200
11,0.018517,0.9588,0.030184,0.9200
12,0.016348,0.9588,0.028032,0.9600
13,0.013917,0.9381,0.026699,0.9600
14,0.013613,0.9485,0.027240,0.9600
15,0.011702,0.9691,0.028264,0.9600
16,0.011805,0.9588,0.028590,0.9600
17,0.010617,0.9691,0.028288,0.9200
18,0.010130,0.9691,0.029316,0.9200
19,0.009468,0.9794,0.028455,0.9600
20,0.011055,0.9485,0.028525,0.9600
21,0.008446,0.9691,0.026602,0.9600
22,0.011010,0.9691,0.036422,0.9200
23,0.023777,0.9278,0.041702,0.9200
24,0.020320,0.9588,0.048893,0.8800
25,0.018245,0.9485,0.048763,0.8800
26,0.016592,0.9485,0.047129,0.8800
27,0.016952,0.9588,0.039414,0.9200
28,0.014553,0.9588,0.037478,0.9200
29,0.009970,0.9794,0.045029,0.8800
30,0.011295,0.9691,0.036615,0.9200
31,0.009103,0.9794,0.037548,0.9200
32,0.009512,0.9794,0.038779,0.9200
33,0.009793,0.9794,0.038282,0.9200
34,0.009471,0.9794,0.037513,0.9200
35,0.009112,0.9794,0.036660,0.9200
36,0.008799,0.9794,0.036157,0.9200
37,0.008758,0.9794,0.033711,0.9200
38,0.011584,0.9794,0.029668,0.9200
39,0.011329,0.9794,0.030886,0.9200
40,0.010143,0.9794,0.035748,0.9200
1,0.126920,0.5155,0.115479,0.6000
2,0.090511,0.7732,0.107750,0.6400
3,0.049518,0.8763,0.045172,0.9200
4,0.028515,0.9381,0.036863,0.9200
5,0.027687,0.9381,0.037370,0.9200
6,0.027358,0.9381,0.045678,0.8800
7,0.028806,0.9381,0.045122,0.8800
8,0.024888,0.9278,0.042079,0.9200
9,0.021189,0.9381,0.039899,0.9200
10,0.021596,0.9381,0.035156,0.9200
11,0.018517,0.9588,0.030184,0.9200
12,0.016348,0.9588,0.028032,0.9600
13,0.013917,0.9381,0.026699,0.9600
14,0.013613,0.9485,0.027240,0.9600
15,0.011702,0.9691,0.028264,0.9600
16,0.011805,0.9588,0.028590,0.9600
17,0.010617,0.9691,0.028288,0.9200
18,0.010130,0.9691,0.029316,0.9200
19,0.009468,0.9794,0.028455,0.9600
20,0.011055,0.9485,0.028525,0.9600
21,0.008446,0.9691,0.026602,0.9600
22,0.011010,0.9691,0.036422,0.9200
23,0.023777,0.9278,0.041702,0.9200
24,0.020320,0.9588,0.048893,0.8800
25,0.018245,0.9485,0.048763,0.8800
26,0.016592,0.9485,0.047129,0.8800
27,0.016952,0.9588,0.039414,0.9200
28,0.014553,0.9588,0.037478,0.9200
29,0.009970,0.9794,0.045029,0.8800
30,0.011295,0.9691,0.036615,0.9200
31,0.009103,0.9794,0.037548,0.9200
